189.mid	8	6	1.3334	0.2858	0.4286	0	0	0	0	0	0	0.38	
190.mid	11	6	1.8334	0.2353	0.1765	0	0.0589	0	0.0589	0	0.0654	0.6265	
191.mid	10	4	2.5	0.1429	0	0.1429	0	0	0.1429	0	0	0.4334	
192.mid	6	2	3	0.5	0.125	0	0.125	0.125	0.125	0	0.6732	0.5391	
193.mid	10	6	1.6667	0.3125	0.25	0	0.125	0.1875	0.125	0	0	0.7844	
194.mid	7	5	1.4	0	0.0834	0.0834	0.0834	0	0.25	0	0	0.4286	
195.mid	1	11	0.091	0	0	0	0	0	0.6667	0	0	0.2865	
196.mid	11	3	3.6667	0.5715	0.1429	0	0.2143	0	0.0715	0	0.2616	0.5672	
197.mid	16	6	2.6667	0.1819	0.091	0.0455	0	0.1364	0.1364	0	0	0.3556	
198.mid	0	18	0	0	0.1112	0	0	0	0.8889	0	0	0.6468	
199.mid	22	11	2	0.1213	0	0.1213	0.0304	0	0	0.1213	0.8726	0.3796	
200.mid	12	4	3	0.25	0.125	0	0.0625	0	0.125	0	0.5529	0.4514	
201.mid	9	7	1.2858	0.25	0.25	0.0625	0.1875	0	0	0.125	0	0.4047	
202.mid	18	6	3	0.7084	0.1667	0	0	0	0	0.0417	0	0.5756	
